portfolio_return_1d,portfolio_return_5d,rolling_volatility_5d,rolling_volatility_20d,rolling_volatility_60d,rolling_mean_return_5d,rolling_mean_return_20d,rolling_max_drawdown_20d,rolling_max_drawdown_60d,downside_volatility_20d,skewness_20d,kurtosis_20d,correlation_mean_20d,correlation_max_20d
-0.005224846219568561,0.2165657479891442,0.02955259034025909,0.024055663266615707,0.020849497504180293,0.043313149597828844,0.017174650911528457,-0.020564781987409186,-0.15131401885810114,0.002467736636621679,0.9514125612981001,-0.2486488092566965,0.6862787100314467,0.8259361364706563
-0.01571101284997241,0.10477773738197838,0.028153612698603614,0.016929696235663108,0.014232336881044496,0.020955547476395674,0.009058330794446182,-0.027804821001135793,-0.1443844366094097,0.005390916747636395,1.1729360381449876,1.9287333641891509,0.3934596833965383,0.781296524912582
-0.005960958975312356,-0.03074541482272324,0.01340399751097271,0.009690620844721125,0.010237850006645849,-0.0061490829645446474,-0.0008934897656684212,-0.03936436950230526,-0.03936436950230526,0.007133506217291003,-0.452785297699213,0.28304733986775027,0.4627554141058933,0.6131853321165216
0.014685940277224136,-0.00254021522107715,0.026733635698942926,0.01880174027209634,0.02737972514437713,-0.0005080430442154299,-0.0002617934655237893,-0.07543477402755483,-0.24599617602303248,0.012928729081046017,-0.45481410126961785,-0.1772450412724043,0.972986341922943,0.9766527710662025
0.011464029584155898,-0.022275658826420644,0.02723290349980013,0.02341203465161813,0.03314344063371567,-0.004455131765284129,-0.0012614190347866709,-0.0929907000575837,-0.336279721392309,0.014314540493975706,-0.27636348507898406,-0.3897040598251405,0.729477422657668,0.8263837468984891
0.0102382710104037,-0.016987235463236938,0.04335091162099848,0.030710814409304458,0.03668063704345925,-0.0033974470926473876,0.00022096677846745436,-0.13514489459608114,-0.3039800918940032,0.022788896064245973,-0.6974520332868063,0.36171699737931107,0.7662633618760457,0.9386908710265115
0.004367094461262637,-0.004742871867107038,0.01413600634695861,0.01125544983730436,0.01967226084295375,-0.0009485743734214076,-0.0012393354755912145,-0.04305364417024504,-0.14798260626771098,0.008329973069725162,-0.4045938376122942,-0.2502629846379978,0.5456870040660985,0.6698285397105209
0.010846745634297054,0.0005965329828661933,0.008152617773328968,0.00710037961432898,0.012028361192415482,0.00011930659657323866,0.003362901073133599,-0.040829839112982436,-0.09898412629656073,0.003703784905206585,0.3222031704581857,0.6130053510092934,0.7323603304229064,0.9448879822502677
0.010491651228579089,0.0013761403926283392,0.010845220506818246,0.011123475958894529,0.01703713373366086,0.0002752280785256678,0.0044399901170636205,-0.07527084567445941,-0.17571750066990255,0.006421028719976399,0.5302649874463775,1.2304041812985664,0.3407859559409991,0.6069362667002448
0.009480292655012167,0.017310256664034098,0.0046389064232384815,0.005377859852332072,0.009215059919657684,0.0034620513328068197,0.0026527239470370612,-0.03752304682488494,-0.07548317380061131,0.002387981059845181,0.19266927596608208,0.10318530189156229,0.14422164479109878,0.49730448246962045
0.0007887809594946454,-0.013965851303186701,0.003440657973381696,0.005621267114918424,0.0066826706123518,-0.00279317026063734,-0.0008754664646039101,-0.03643096080394459,-0.03643096080394459,0.0020742768431245904,0.37277315082604756,-0.5284792081836908,0.3347346309314885,0.6726241684965878
0.056788682413366216,0.18384891646933454,0.05019298481516395,0.03254206877776579,0.02543605116369704,0.03676978329386691,0.015497916017286945,-0.06398439176174664,-0.1546861068505183,0.013572413245038134,0.46842849540482523,0.25364600565054507,0.6860401442883045,0.9387623084084052
0.0343599572511958,0.1886813768159368,0.027657209157666885,0.02419987440031979,0.02114686809620421,0.03773627536318736,0.018588718613546103,-0.020564781987409186,-0.15131401885810114,0.002467736636621679,0.7660754677214145,-0.5605299645795058,0.6900721768503835,0.82661523180242
0.009421703511894211,0.09794064443363087,0.028601243637404797,0.01664186895285546,0.014245500311527892,0.019588128886726175,0.009737016625324689,-0.027804821001135793,-0.1443844366094097,0.005710049345346399,1.1280865789830172,2.047237193429869,0.3676365323307705,0.7582468075007283
0.001970622534371056,-0.014980235713644343,0.013004199065050135,0.009298422812694156,0.010236400189510638,-0.0029960471427288686,-0.00016085655475194666,-0.03936436950230526,-0.03936436950230526,0.007304388358023475,-0.6548627350390728,0.9876761231038123,0.44038287029128953,0.6092947011877399
0.003250746915223515,-0.020611670173517067,0.024140228473246348,0.016765464625880664,0.027382325337461686,-0.004122334034703414,0.0017232518780203837,-0.07543477402755483,-0.24599617602303248,0.01108239571605174,-0.44943290713414746,0.35767504605981504,0.972890647633835,0.9843450552948507
-0.0001271779249666591,-0.03289543877755176,0.026168992270526582,0.020739931629684287,0.03314401700765746,-0.006579087755510351,0.001103446076180198,-0.0929907000575837,-0.336279721392309,0.012067544906465907,-0.13448210451386064,-0.22970605200117158,0.6747560796199308,0.8010789617759916
-0.005058978492337938,-0.061993156381186645,0.036180533971438,0.027490725745838416,0.03663564066264304,-0.012398631276237328,0.0028921206341194954,-0.13514489459608114,-0.3039800918940032,0.020226351724040453,-0.7283265661239137,1.3062742705511288,0.7267645269888692,0.9442486442904269
0.011770191317714245,-0.0022355026031653565,0.014624839361105512,0.01111059280863969,0.019707756912179367,-0.0004471005206330713,0.00010841559401573502,-0.04305364417024504,-0.14798260626771098,0.00860746425565215,-0.6175408053315713,0.12979297742664422,0.5283451294704681,0.6637738890693113
-0.0019067974862661526,-0.01779380873176462,0.009835982242970586,0.014942798782954876,0.019866786777970536,-0.0035587617463529236,0.00039055391220232184,-0.059040818052286226,-0.19208252638432788,0.01503601369714824,-1.2969964147382234,4.233398119126837,0.9267831865724152,0.9962392670615668
0.0004653334403452145,-0.022828240899404623,0.019965109676655345,0.02109386973144981,0.02555337219452892,-0.004565648179880925,0.000384309187607584,-0.07806140619059787,-0.2252875580601299,0.01738018208981783,-0.7542363843496902,0.8708851497941686,0.6228962271968226,0.8404483679946905
0.0021941642232870128,-0.017774729798704574,0.020932048906539907,0.01854568468688712,0.023767998456335482,-0.0035549459597409147,-0.00013671528671630346,-0.07571024672171756,-0.22844047152687585,0.01656311813286144,-1.1189562925313006,1.1254769528488284,0.5201541018323406,0.8404483679946905
-0.01452565596779071,-0.008555749221286962,0.00987463820020694,0.008815137142065171,0.008854212002854148,-0.0017111498442573924,0.0011584411338374304,-0.04175178861725026,-0.04813804187292525,0.010059211764959242,-1.7754443610864858,3.7579189950108765,0.3970437553413667,0.8417352710651288
-0.009347490043944213,-0.012070707447928845,0.008847970224631609,0.007459800470854721,0.012058582707010441,-0.002414141489585769,0.002397652365388729,-0.03624386725797313,-0.09898412629656073,0.003919856868166168,0.3820164610661653,0.5394489019051949,0.7654144259446904,0.9501614819315722
-0.014447104332259868,-0.01927408886004816,0.011903738366307374,0.011771224271024361,0.017115063288108103,-0.003854817772009632,0.0031691035499551157,-0.0649866957765457,-0.17571750066990255,0.006528413692620112,0.5572607553577108,0.9371169707467171,0.419197745314743,0.6184254054205712
-0.005034917468680346,0.00723248063517812,0.005819472153899371,0.005233676169573579,0.009221479827746348,0.001446496127035624,0.0018358376491424098,-0.03752304682488494,-0.07548317380061131,0.002257400047307257,0.2843967805075491,0.3365567582314292,0.12356675730072846,0.44281492667826994
-0.00901486655277189,-0.023689949060959517,0.003704172729628416,0.005084825134134629,0.006801265181962606,-0.004737989812191904,-0.0019033987977469808,-0.044324849778311304,-0.044324849778311304,0.0022070923539262706,0.09525735028252076,-1.3826246919057166,0.26715561204085486,0.7164572742619119
0.024039662156068415,0.16712202018613956,0.05041692885179424,0.032114121588023875,0.025283165237777534,0.03342440403722791,0.017095110266024584,-0.06398439176174664,-0.1546861068505183,0.01425831788149506,0.3452089870455966,0.3346716088126357,0.6815690995920135,0.9397204738555823
-0.0064649649717118,0.12827200778356573,0.03170517588444985,0.024263846803634807,0.021212068235812134,0.025654401556713148,0.01852841425549908,-0.020564781987409186,-0.15131401885810114,0.00219900313910912,0.7594594911870762,-0.5678373087582639,0.6752876755122377,0.8283424993786901
0.013537632518123463,0.06761620875633119,0.025177344217269953,0.015843037023041986,0.014242387104856799,0.013523241751266239,0.011016489140853037,-0.02241216270066848,-0.13286170452557156,0.006152477645890125,1.1905901865443536,2.474994738910008,0.3039491125431346,0.7286360413310147
0.0013158458928251363,-0.024349153624814553,0.011071464245060406,0.0092899465575966,0.010211489062336817,-0.00486983072496291,-0.00020041226626614947,-0.03936436950230526,-0.03936436950230526,0.007304388358023475,-0.6430796209307938,0.9903307890565506,0.45585477729768126,0.6400592654149598
0.01929066608125587,0.038184586293768225,0.015295394016296511,0.01702552298233755,0.027491901633717696,0.007636917258753645,0.0031095858255308973,-0.07543477402755483,-0.24599617602303248,0.011699242795434966,-0.6245374352581137,0.394320122976395,0.977143473722825,0.9935104128001289
0.024513858881293364,0.03604235563083033,0.01818872971063558,0.021090650167768208,0.03319014867849771,0.0072084711261660665,0.0029791879991938695,-0.0929907000575837,-0.336279721392309,0.012757870524426868,-0.3276972852069225,-0.2704227873289978,0.6702106182251537,0.8291064836668286
0.023827133695898665,0.032880298235221594,0.018087870403040433,0.027651965969974157,0.036652063932850386,0.006576059647044319,0.004658180416411399,-0.13514489459608114,-0.3039800918940032,0.021315973289508978,-0.8952437881179062,1.4615878101391595,0.738136277665389,0.9637846661076084
