analysis,model_or_variant,analysis_tier,metric,cost_scenario,slice_type,slice_value,portfolio_count,unique_dates,estimate,ci_low,ci_high,p_value,confidence_level,bootstrap_replicates,randomization_replicates,block_length,block_count,repeat_count,status,failure_reason,holm_adjusted_p_value,bh_adjusted_p_value
allocation,regime_input_neutralized,smart_decomposition,net_information_ratio,base,period,late,10,28,-0.004553325433205746,-0.012397121411846169,0.0029943643492501976,0.50124937531234381,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.78394700954607444
allocation,regime_input_neutralized,smart_decomposition,net_mean_log_return,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,regime_input_neutralized,smart_decomposition,net_information_ratio,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,regime_input_neutralized,smart_decomposition,net_mean_log_return,base,regime,normal,6,54,4.087149249609799e-06,-8.9754561225429714e-07,9.2088235937183188e-06,0.49875062468765619,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.78394700954607444
allocation,regime_input_neutralized,smart_decomposition,net_information_ratio,base,regime,normal,6,54,0.0044906839095657514,-0.00054378594412337559,0.0096456106670140089,0.31334332833583206,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.7178683385579937
allocation,regime_input_neutralized,smart_decomposition,net_mean_log_return,base,regime,stress,8,55,-8.4106272254603001e-07,-9.9193130518445665e-06,7.9147471692395334e-06,0.85557221389305349,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.95002498750624687
allocation,regime_input_neutralized,smart_decomposition,net_information_ratio,base,regime,stress,8,55,-0.00052862365202366313,-0.0090843480604858133,0.0080577344573786354,0.90804597701149425,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.95002498750624687
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,overall,overall,10,55,4.2867340238074945e-07,-4.75781685548462e-06,5.5191808671928726e-06,0.85907046476761617,0.94999999999999996,2000,2000,21,30,1,estimable,,,0.95002498750624687
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,overall,overall,10,55,0.00053711369727182934,-0.0047631459170641936,0.0056912915788950589,0.83508245877061471,0.94999999999999996,2000,2000,21,30,1,estimable,,,0.95002498750624687
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,market,us,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,market,us,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,market,hk,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,market,hk,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,market,cn,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,market,cn,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,market,jp,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,market,jp,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,market,tw,2,53,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,market,tw,2,53,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,period,early,10,27,5.4456296897105027e-06,-3.9567660925761161e-07,1.1241180197904612e-05,0.2318840579710145,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.69940787182166497
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,period,early,10,27,0.0053620147017511277,-0.00053915826726913117,0.011788607804768307,0.25087456271864067,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.69940787182166497
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,period,late,10,28,-4.3300571936893267e-06,-9.4343879641031921e-06,7.4693928465108001e-07,0.36081959020489757,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.72291513817559294
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,period,late,10,28,-0.0040576145358350857,-0.0093372970228520098,0.0012966083690596592,0.46576711644177909,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.76683087027914609
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,regime,normal,6,54,2.6898507606761555e-06,-2.2420550382878101e-07,5.6941074370378234e-06,0.46676661669165415,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.76683087027914609
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,regime,normal,6,54,0.00276772626378885,-0.0001445504388082071,0.0058396108150309579,0.29285357321339328,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.7178683385579937
allocation,anomaly_input_neutralized,smart_decomposition,net_mean_log_return,base,regime,stress,8,55,5.8806476749707209e-07,-6.9067503401465066e-06,8.0883377181630335e-06,0.895552223888056,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.95002498750624687
allocation,anomaly_input_neutralized,smart_decomposition,net_information_ratio,base,regime,stress,8,55,0.00058730278121110757,-0.0065512338934778031,0.0079892714628548959,0.87906046976511742,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.95002498750624687
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,overall,overall,10,55,2.1852572324634455e-06,-8.8162891587037459e-06,1.3515352467703094e-05,0.77661169415292353,0.94999999999999996,2000,2000,21,30,1,estimable,,,0.95002498750624687
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,overall,overall,10,55,0.0030139024712161344,-0.0073324377958226376,0.013848411093359728,0.65917041479260374,0.94999999999999996,2000,2000,21,30,1,estimable,,,0.93532338308457708
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,market,us,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,market,us,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,market,hk,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,market,hk,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,market,cn,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,market,cn,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,market,jp,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,market,jp,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,market,tw,2,53,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,market,tw,2,53,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,period,early,10,27,7.6768405149590371e-06,7.7463288513664836e-07,1.4197483652947544e-05,0.24987506246876562,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.69940787182166497
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,period,early,10,27,0.0079448534524989567,0.00093547058260472736,0.01507857226596622,0.223888055972014,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.69940787182166497
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,period,late,10,28,-3.0236710281388718e-06,-1.8621829137517481e-05,1.341412606046923e-05,0.77761119440279858,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.95002498750624687
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,period,late,10,28,0.0016218386748554359,-0.012859185906358277,0.016695132008552462,0.84507746126936534,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.95002498750624687
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,regime,normal,6,54,-2.303645373607691e-05,-3.1721320098122057e-05,-1.5269976878030046e-05,0.015492253873063468,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.25747126436781609
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,regime,normal,6,54,-0.024345009171557352,-0.033819172911239467,-0.015485613789398743,0.015492253873063468,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.25747126436781609
allocation,fixed_weight_bounds,smart_decomposition,net_mean_log_return,base,regime,stress,8,55,1.3139570627742876e-05,-3.6916844752301252e-06,2.9332296902514099e-05,0.30534732633683159,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.7178683385579937
allocation,fixed_weight_bounds,smart_decomposition,net_information_ratio,base,regime,stress,8,55,0.015663119646722734,0.0023527930336537895,0.028245510732663737,0.10494752623688156,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.53639846743295017
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,overall,overall,10,55,-1.3268385501754524e-05,-2.5082080740391564e-05,-2.2609305523052428e-06,0.026486756621689155,0.94999999999999996,2000,2000,21,30,1,estimable,,,0.25747126436781609
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,overall,overall,10,55,-0.01272377906182709,-0.024475420941987468,-0.0010523055319145969,0.047976011994002997,0.94999999999999996,2000,2000,21,30,1,estimable,,,0.3251231527093596
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,market,us,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,market,us,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,market,hk,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,market,hk,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,market,cn,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,market,cn,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,market,jp,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,market,jp,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,market,tw,2,53,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,market,tw,2,53,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,period,early,10,27,-1.9232124975029018e-05,-3.4524480447443836e-05,-4.2846082079108317e-06,0.016491754122938532,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.25747126436781609
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,period,early,10,27,-0.018223067845792085,-0.034234048830325034,-0.0031965642238647504,0.023988005997001498,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.25747126436781609
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,period,late,10,28,-7.6116032072513252e-06,-1.7022168143385612e-05,1.950255774152408e-06,0.54722638680659674,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.83908045977011503
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,period,late,10,28,-0.0028636340072867306,-0.011706101597737866,0.0068028021622936596,0.93853073463268366,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.95002498750624687
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,regime,normal,6,54,-2.4228863145173011e-06,-1.9880438936775045e-05,1.4380650552559562e-05,0.82208895552223893,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.95002498750624687
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,regime,normal,6,54,0.0067634668821405786,-0.0084900964818128092,0.023709154807886188,0.30284857571214391,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.7178683385579937
allocation,fixed_turnover_penalty,smart_decomposition,net_mean_log_return,base,regime,stress,8,55,-1.6162909658178765e-05,-2.9928192840530235e-05,-3.3020743227715677e-06,0.011994002998500749,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.25747126436781609
allocation,fixed_turnover_penalty,smart_decomposition,net_information_ratio,base,regime,stress,8,55,-0.01110905634947823,-0.024626557492982933,0.0026878632200717867,0.14192903548225888,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.65287356321839085
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,overall,overall,10,55,-1.537404256448608e-05,-2.5584348648822592e-05,-5.5158727399796295e-06,0.021989005497251374,0.94999999999999996,2000,2000,21,30,1,estimable,,,0.25747126436781609
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,overall,overall,10,55,-0.014598470207722203,-0.024669676685396422,-0.0045319409583368057,0.02798600699650175,0.94999999999999996,2000,2000,21,30,1,estimable,,,0.25747126436781609
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,market,us,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,market,us,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,market,hk,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,market,hk,2,52,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,market,cn,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,market,cn,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,market,jp,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,market,jp,2,54,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,market,tw,2,53,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,market,tw,2,53,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,period,early,10,27,-1.6554396405199035e-05,-3.1293293118712015e-05,-9.8900580735316972e-07,0.18940529735132433,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.69940787182166497
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,period,early,10,27,-0.016371101012928491,-0.031719690780988137,-6.6067571826279039e-05,0.21989005497251374,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.69940787182166497
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,period,late,10,28,-1.4254442230280827e-05,-2.3979064982644528e-05,-4.2492496629235851e-06,0.046476761619190406,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.3251231527093596
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,period,late,10,28,-0.010619353068889836,-0.019711987221445539,-0.0006959772104449634,0.22638680659670166,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.69940787182166497
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,regime,calm,2,7,,,,,0.94999999999999996,2000,2000,21,0,1,not_estimable,fewer than eight allocation time blocks or one incomplete portfolio block,,
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,regime,normal,6,54,-1.1012527411235801e-05,-2.2378846654174708e-05,9.2536898236255307e-07,0.049475262368815595,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.3251231527093596
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,regime,normal,6,54,-0.0068821253418167583,-0.018325038418168571,0.0048217791174245943,0.2433783108445777,0.94999999999999996,2000,2000,21,12,1,estimable,,,0.69940787182166497
allocation,fixed_concentration_penalty,smart_decomposition,net_mean_log_return,base,regime,stress,8,55,-1.7399086562730698e-05,-3.1196513548003463e-05,-3.4640670755352775e-06,0.093953023488255877,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.50845165652467894
allocation,fixed_concentration_penalty,smart_decomposition,net_information_ratio,base,regime,stress,8,55,-0.012700021934599848,-0.025604347424156123,0.0014483191747321352,0.18790604697651175,0.94999999999999996,2000,2000,21,20,1,estimable,,,0.69940787182166497
