analysis_type,analysis_id,cost_scenario,portfolio_count,row_count,gross_mean_log_return,net_mean_log_return,gross_information_ratio,net_information_ratio,gross_cumulative_return,net_cumulative_return,benchmark_cumulative_return,gross_benchmark_excess_return,net_benchmark_excess_return,gross_annualized_return,net_annualized_return,annualized_volatility,max_drawdown,expected_shortfall,gross_sharpe,net_sharpe,mean_l1_turnover,mean_one_way_turnover,realized_cost
strategy,equal_weight,base,10,530,0.0010742476195732494,0.0010728135717764033,0.87267462220560721,0.87129005177995256,0.76712023966988641,0.76577765845598522,0.096014479123883278,0.67110576054600313,0.66976317933210194,0.31089538027965036,0.31042173443662247,0.21445543504862655,-0.16943330841121262,-0.025173513299485042,1.2623517404965328,1.2606303031040158,0.042223953464054262,0.021111976732027131,0.00076003116235297665
strategy,equal_weight,high,10,530,0.0010742476195732494,0.0010712599596511465,0.87267462220560721,0.86978983975448909,0.76712023966988641,0.76432429010257352,0.096014479123883278,0.67110576054600313,0.66830981097869024,0.31089538027965036,0.30990879130627569,0.21446218996819688,-0.16962347701004421,-0.02517465059806721,1.2623517404965328,1.2587650525816303,0.042223953464054262,0.021111976732027131,0.0015833982549020348
strategy,equal_weight,low,10,530,0.0010742476195732494,0.0010736501061562713,0.87267462220560721,0.87209774599164203,0.76712023966988641,0.76656071290273475,0.096014479123883278,0.67110576054600313,0.67054623377885147,0.31089538027965036,0.3106980091897904,0.21445182720912784,-0.16933089357115272,-0.02517290091517407,1.2623517404965328,1.2616345137854084,0.042223953464054262,0.021111976732027131,0.00031667965098040694
strategy,inverse_volatility,base,10,530,0.001132027619744148,0.0011290360675860823,0.93383642122737409,0.93092614938802831,0.82207258924567794,0.81918594092469066,0.096014479123883278,0.72605811012179466,0.72317146180080738,0.33012238949360584,0.32912002648014904,0.20135840464048674,-0.14929377108865238,-0.023344463857820321,1.4168976832352418,1.4129883951935398,0.088079654360549556,0.044039827180274778,0.0015854337784898924
strategy,inverse_volatility,high,10,530,0.001132027619744148,0.001125794840914933,0.93383642122737409,0.92777167896656754,0.82207258924567794,0.81606353478994809,0.096014479123883278,0.72605811012179466,0.72004905566606481,0.33012238949360584,0.32803485893869588,0.20138432514960125,-0.14972690664531152,-0.023345734076547768,1.4168976832352418,1.4087506547483888,0.088079654360549556,0.044039827180274778,0.0033029870385206089
strategy,inverse_volatility,low,10,530,0.001132027619744148,0.0011307811804331604,0.93383642122737409,0.9326239891291993,0.82207258924567794,0.82086930220443444,0.096014479123883278,0.72605811012179466,0.72485482308055116,0.33012238949360584,0.32970466005967136,0.2013446466146955,-0.14906047532950395,-0.0233437799030831,1.4168976832352418,1.4152691033025875,0.088079654360549556,0.044039827180274778,0.00066059740770412173
strategy,mean_variance,base,10,530,0.0010873651926504688,0.0010772193130857352,0.87415902566198589,0.86448532428227898,0.77944861970192503,0.7699056426641202,0.096014479123883278,0.68343414057804175,0.67389116354023693,0.31523588339115438,0.31187743393030121,0.2255241893472765,-0.249366311562355,-0.02719358988221399,1.2152096053277497,1.2036813775199742,0.29871092959295603,0.14935546479647802,0.0053767967326732082
strategy,mean_variance,high,10,530,0.0010873651926504688,0.0010662257309765513,0.87415902566198589,0.85399620735959347,0.77944861970192503,0.75962309828908881,0.096014479123883278,0.68343414057804175,0.66360861916520553,0.31523588339115438,0.30824806109109204,0.22556498906119524,-0.25121906492169455,-0.027198957096895637,1.2152096053277497,1.1911816870356433,0.29871092959295603,0.14935546479647802,0.011201659859735853
strategy,mean_variance,low,10,530,0.0010873651926504688,0.0010831379810564074,0.87415902566198589,0.87012932832705847,0.77944861970192503,0.77546636623888054,0.096014479123883278,0.68343414057804175,0.67945188711499727,0.31523588339115438,0.31383556471888441,0.22550323170927361,-0.24836694033120987,-0.027190700014239639,1.2152096053277497,1.210407359385927,0.29871092959295603,0.14935546479647802,0.0022403319719471707
strategy,prior_only_bl,base,10,530,0.001128875846239958,0.0011264318805186712,0.92986296187601003,0.92748782546381525,0.81903146710077279,0.81667679764151435,0.096014479123883278,0.72301698797688951,0.72066231851763107,0.32906636330675187,0.32824807077378315,0.20345685424249876,-0.15103998012884279,-0.023590283522719052,1.3983405624066636,1.3951893385335326,0.071958091993913037,0.035979045996956519,0.0012952456558904346
strategy,prior_only_bl,high,10,530,0.001128875846239958,0.0011237840117276582,0.92986296187601003,0.92491370597487743,0.81903146710077279,0.81412911517900444,0.096014479123883278,0.72301698797688951,0.71811463605512116,0.32906636330675187,0.32736207569593656,0.20347671171999374,-0.15138406868386878,-0.02359147364676482,1.3983405624066636,1.3917738721130664,0.071958091993913037,0.035979045996956519,0.0026984284497717386
strategy,prior_only_bl,low,10,530,0.001128875846239958,0.0011278575529524932,0.92986296187601003,0.92887343567604563,0.81903146710077279,0.81805000897653635,0.096014479123883278,0.72301698797688951,0.72203552985265307,0.32906636330675187,0.32872535546381854,0.20344628617659546,-0.15085465714137558,-0.023589642694705901,1.3983405624066636,1.3970277299499068,0.071958091993913037,0.035979045996956519,0.00053968568995434781
strategy,smart_policy,base,10,530,0.001031966216101093,0.0010233853011595198,0.83558141463054381,0.82728267615240414,0.72796098937451492,0.72012026452172195,0.096014479123883278,0.63194651025063164,0.62410578539783867,0.29700205071837082,0.29420045588354493,0.21741303367877363,-0.20702726462599585,-0.0269762991132396,1.1964422122728255,1.1861896756071875,0.25263922892070939,0.1263196144603547,0.0045475061205727686
strategy,smart_policy,high,10,530,0.001031966216101093,0.0010140876965059368,0.83558141463054381,0.81828500929059989,0.72796098937451492,0.71166482566015588,0.096014479123883278,0.63194651025063164,0.6156503465362726,0.29700205071837082,0.29117169847922897,0.21747514988264799,-0.2079724579503498,-0.026989083080225535,1.1964422122728255,1.1750772428822041,0.25263922892070939,0.1263196144603547,0.0094739710845266004
strategy,smart_policy,low,10,530,0.001031966216101093,0.0010283910085992116,0.83558141463054381,0.83212440853409697,0.72796098937451492,0.72468984541429959,0.096014479123883278,0.63194651025063164,0.62867536629041632,0.29700205071837082,0.29583403999000479,0.21738034982843593,-0.20651790184913399,-0.026969416397355599,1.1964422122728255,1.1921709316023046,0.25263922892070939,0.1263196144603547,0.0018947942169053205
strategy,smart_policy_oos_guard,base,10,530,0.0010408331845521493,0.0010326549651555525,0.84294948330535824,0.83502978603527056,0.73610064157044564,0.7285918742093771,0.096014479123883278,0.64008616244656236,0.63257739508549382,0.29990341103996476,0.29722718410730553,0.21739309633530945,-0.19678759900196818,-0.026867381199258626,1.206769653052683,1.1970437682060484,0.2407835671933525,0.12039178359667625,0.0043341042094803437
strategy,smart_policy_oos_guard,high,10,530,0.0010408331845521493,0.0010237937278605445,0.84294948330535824,0.82644373312023989,0.73610064157044564,0.72049265263883155,0.096014479123883278,0.64008616244656236,0.62447817351494828,0.29990341103996476,0.29433366641638692,0.21744271157888517,-0.19771989490601127,-0.026876847919576251,1.206769653052683,1.186501113546222,0.2407835671933525,0.12039178359667625,0.0090293837697507182
strategy,smart_policy_oos_guard,low,10,530,0.0010408331845521493,0.0010374257546027119,0.84294948330535824,0.83965030398328977,0.73610064157044564,0.73296818103605466,0.096014479123883278,0.64008616244656236,0.63695370191217138,0.29990341103996476,0.29878769901088442,0.21736709178608354,-0.19628519691908386,-0.026863643904410234,1.206769653052683,1.202717890788936,0.2407835671933525,0.12039178359667625,0.0018058767539501433
