analysis,model_or_variant,metric,slice_type,slice_value,planned_repeats,successful_repeats,unique_dates,positive_events,portfolio_count,estimate,ci_low,ci_high,p_value,confidence_level,bootstrap_replicates,randomization_replicates,block_length,block_count,repeat_count,status,failure_reason,holm_adjusted_p_value,bh_adjusted_p_value
warning,historical_tail_threshold,recall_at_frozen_threshold,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_tail_threshold,average_precision,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_tail_threshold,brier_score,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_tail_threshold,recall_at_frozen_threshold,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_tail_threshold,average_precision,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_tail_threshold,brier_score,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_tail_threshold,recall_at_frozen_threshold,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_tail_threshold,average_precision,regime,normal,1,1,53,21,6,0.0049131806880656353,-0.039825124311614279,0.02346973008281171,0.7571214392803598,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,historical_tail_threshold,brier_score,regime,normal,1,1,53,21,6,-0.00078076110326846804,-0.0021090476903124298,0.0006920465515879449,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,historical_tail_threshold,recall_at_frozen_threshold,regime,normal,1,1,53,21,6,0,0,0,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,historical_tail_threshold,average_precision,regime,stress,1,1,54,27,8,-0.062897650017896031,-0.12479968459532041,-0.018224362004574501,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.7476261869065467
warning,historical_tail_threshold,brier_score,regime,stress,1,1,54,27,8,0.0028625437018612587,0.00061865637520096511,0.0050054976381767565,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.7476261869065467
warning,historical_tail_threshold,recall_at_frozen_threshold,regime,stress,1,1,54,27,8,-0.14814814814814814,-0.29999999999999999,0,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,historical_var,average_precision,overall,overall,1,1,54,50,10,-0.028307438223628412,-0.065978262926371475,0.0046969102856113899,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,historical_var,brier_score,overall,overall,1,1,54,50,10,0.00072426304025013932,-0.00085458857296143555,0.0023377550609554472,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,historical_var,recall_at_frozen_threshold,overall,overall,1,1,54,50,10,-0.080000000000000002,-0.14999999999999999,0,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,historical_var,average_precision,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,brier_score,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,recall_at_frozen_threshold,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,average_precision,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,brier_score,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,recall_at_frozen_threshold,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,average_precision,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,brier_score,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,recall_at_frozen_threshold,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,average_precision,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,brier_score,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,recall_at_frozen_threshold,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,average_precision,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,brier_score,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,recall_at_frozen_threshold,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_var,average_precision,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,brier_score,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,recall_at_frozen_threshold,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,average_precision,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,brier_score,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,recall_at_frozen_threshold,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,average_precision,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,brier_score,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,recall_at_frozen_threshold,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_var,average_precision,regime,normal,1,1,53,21,6,0.0080267338016187517,-0.034976775006306998,0.025677411670161781,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,historical_var,brier_score,regime,normal,1,1,53,21,6,-0.0013281332297575832,-0.0027525258285445607,0.00021604978431398171,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,historical_var,recall_at_frozen_threshold,regime,normal,1,1,53,21,6,0,0,0,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,historical_var,average_precision,regime,stress,1,1,54,27,8,-0.062897650017896031,-0.12479968459532041,-0.018224362004574501,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.7476261869065467
warning,historical_var,brier_score,regime,stress,1,1,54,27,8,0.0021028198938539688,0.00028430605141937035,0.0038741629001405133,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.7476261869065467
warning,historical_var,recall_at_frozen_threshold,regime,stress,1,1,54,27,8,-0.14814814814814814,-0.29999999999999999,0,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,historical_es,average_precision,overall,overall,1,1,54,50,10,-0.028307438223628412,-0.065978262926371475,0.0046969102856113899,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,historical_es,brier_score,overall,overall,1,1,54,50,10,0.00068862784458306736,-0.00085658877915311489,0.0022599925470703974,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,historical_es,recall_at_frozen_threshold,overall,overall,1,1,54,50,10,-0.080000000000000002,-0.14999999999999999,0,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,historical_es,average_precision,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,brier_score,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,recall_at_frozen_threshold,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,average_precision,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,brier_score,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,recall_at_frozen_threshold,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,average_precision,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,brier_score,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,recall_at_frozen_threshold,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,average_precision,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,brier_score,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,recall_at_frozen_threshold,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,average_precision,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,brier_score,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,recall_at_frozen_threshold,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,historical_es,average_precision,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,brier_score,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,recall_at_frozen_threshold,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,average_precision,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,brier_score,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,recall_at_frozen_threshold,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,average_precision,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,brier_score,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,recall_at_frozen_threshold,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,historical_es,average_precision,regime,normal,1,1,53,21,6,0.0080267338016187517,-0.034976775006306998,0.025677411670161781,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,historical_es,brier_score,regime,normal,1,1,53,21,6,-0.001380777597517896,-0.0027684801925404829,0.0001119309059682967,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,historical_es,recall_at_frozen_threshold,regime,normal,1,1,53,21,6,0,0,0,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,historical_es,average_precision,regime,stress,1,1,54,27,8,-0.062897650017896031,-0.12479968459532041,-0.018224362004574501,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.7476261869065467
warning,historical_es,brier_score,regime,stress,1,1,54,27,8,0.0020779912774491621,0.00028498106432018222,0.0038016644168382702,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.7476261869065467
warning,historical_es,recall_at_frozen_threshold,regime,stress,1,1,54,27,8,-0.14814814814814814,-0.29999999999999999,0,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,garch_1_1,average_precision,overall,overall,1,1,54,50,10,-0.025070352065091728,-0.054167676956835428,0.016036532635897119,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,garch_1_1,brier_score,overall,overall,1,1,54,50,10,0.00078478989946625943,-0.00045470841369489069,0.0020414143977068701,0.51474262868565712,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,garch_1_1,recall_at_frozen_threshold,overall,overall,1,1,54,50,10,0.020000000000000004,-0.038461538461538464,0.090909090909090912,1,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,garch_1_1,average_precision,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,brier_score,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,recall_at_frozen_threshold,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,average_precision,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,brier_score,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,recall_at_frozen_threshold,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,average_precision,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,brier_score,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,recall_at_frozen_threshold,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,average_precision,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,brier_score,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,recall_at_frozen_threshold,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,average_precision,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,brier_score,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,recall_at_frozen_threshold,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,garch_1_1,average_precision,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,brier_score,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,recall_at_frozen_threshold,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,average_precision,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,brier_score,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,recall_at_frozen_threshold,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,average_precision,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,brier_score,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,recall_at_frozen_threshold,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,garch_1_1,average_precision,regime,normal,1,1,53,21,6,-0.013304212227203058,-0.061843355410020541,0.021688593544041256,0.50874562718640681,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,garch_1_1,brier_score,regime,normal,1,1,53,21,6,-0.0003173591438497686,-0.0018148612292733393,0.001010980867954592,0.7571214392803598,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,garch_1_1,recall_at_frozen_threshold,regime,normal,1,1,53,21,6,0,0,0,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,garch_1_1,average_precision,regime,stress,1,1,54,27,8,-0.048269732860683978,-0.085861934060264988,0.00060443206136321108,0.51474262868565712,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,garch_1_1,brier_score,regime,stress,1,1,54,27,8,0.0019659114296365493,-0.00032089117076352134,0.0037719557610276688,0.51474262868565712,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,garch_1_1,recall_at_frozen_threshold,regime,stress,1,1,54,27,8,0,-0.095238095238095233,0.10000000000000003,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,caviar_sav,average_precision,overall,overall,1,1,54,50,10,0.0032133016103174927,-0.02518372508381039,0.038918561601544409,1,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,caviar_sav,brier_score,overall,overall,1,1,54,50,10,0.00066394061891901501,-0.00058180754591417611,0.0021022737003984241,0.75162418790604701,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,caviar_sav,recall_at_frozen_threshold,overall,overall,1,1,54,50,10,0,-0.052631578947368418,0.050021186440677864,1,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,caviar_sav,average_precision,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,brier_score,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,recall_at_frozen_threshold,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,average_precision,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,brier_score,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,recall_at_frozen_threshold,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,average_precision,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,brier_score,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,recall_at_frozen_threshold,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,average_precision,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,brier_score,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,recall_at_frozen_threshold,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,average_precision,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,brier_score,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,recall_at_frozen_threshold,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,caviar_sav,average_precision,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,brier_score,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,recall_at_frozen_threshold,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,average_precision,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,brier_score,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,recall_at_frozen_threshold,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,average_precision,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,brier_score,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,recall_at_frozen_threshold,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,caviar_sav,average_precision,regime,normal,1,1,53,21,6,-0.00090957948252062826,-0.045044985738132218,0.030708017606440492,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,caviar_sav,brier_score,regime,normal,1,1,53,21,6,-0.00011766595934761814,-0.002483253497749892,0.0022066297737510787,0.75162418790604701,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,caviar_sav,recall_at_frozen_threshold,regime,normal,1,1,53,21,6,0,0,0,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,caviar_sav,average_precision,regime,stress,1,1,54,27,8,0.010568085514283926,-0.049746374486824667,0.080931139290541257,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,caviar_sav,brier_score,regime,stress,1,1,54,27,8,0.0012301459774873152,-4.5244064563369912e-05,0.0025792145962571806,0.51474262868565712,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,caviar_sav,recall_at_frozen_threshold,regime,stress,1,1,54,27,8,0,-0.095238095238095233,0.10000000000000003,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,quantile_regression,average_precision,overall,overall,1,1,54,50,10,-0.028019486424725099,-0.053781671164990677,-0.00025772659258539233,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,quantile_regression,brier_score,overall,overall,1,1,54,50,10,0.0014166256566869873,-0.00034678246612476212,0.0032667135166656687,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,quantile_regression,recall_at_frozen_threshold,overall,overall,1,1,54,50,10,-0.080000000000000002,-0.14999999999999999,0,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,1,
warning,quantile_regression,average_precision,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,brier_score,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,recall_at_frozen_threshold,market,us,1,1,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,average_precision,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,brier_score,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,recall_at_frozen_threshold,market,hk,1,1,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,average_precision,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,brier_score,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,recall_at_frozen_threshold,market,cn,1,1,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,average_precision,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,brier_score,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,recall_at_frozen_threshold,market,jp,1,1,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,average_precision,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,brier_score,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,recall_at_frozen_threshold,market,tw,1,1,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 20 positive events,,
warning,quantile_regression,average_precision,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,quantile_regression,brier_score,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,quantile_regression,recall_at_frozen_threshold,period,early,1,1,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,quantile_regression,average_precision,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,quantile_regression,brier_score,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,quantile_regression,recall_at_frozen_threshold,period,late,1,1,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
