deviation_id,category,stage,portfolio_name,market,model_or_variant,date_start,date_end,allowed_by_protocol,fatal,reason,handling,result_rows_affected,recorded_at_utc
D0230,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/recall_at_frozen_threshold/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0231,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/average_precision/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0232,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/brier_score/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0233,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/recall_at_frozen_threshold/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0234,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/average_precision/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0235,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/brier_score/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0236,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/recall_at_frozen_threshold/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0237,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/average_precision/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0238,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/brier_score/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0239,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/recall_at_frozen_threshold/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0240,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/average_precision/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0241,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/brier_score/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0242,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/recall_at_frozen_threshold/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0243,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/average_precision/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0244,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/brier_score/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0245,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/recall_at_frozen_threshold/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0246,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/average_precision/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0247,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/brier_score/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0248,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/recall_at_frozen_threshold/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0249,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/average_precision/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0250,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/brier_score/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0251,predeclared_slice_not_estimable,warning_inference,,,quantile_regression,2026-05-18,2026-07-31,True,False,quantile_regression/recall_at_frozen_threshold/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:40+00:00
D0252,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/average_precision/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0253,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/brier_score/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0254,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/recall_at_frozen_threshold/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0255,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/average_precision/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0256,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/brier_score/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0257,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/recall_at_frozen_threshold/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0258,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/average_precision/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0259,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/brier_score/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0260,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/recall_at_frozen_threshold/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0261,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/average_precision/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0262,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/brier_score/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0263,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/recall_at_frozen_threshold/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0264,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/average_precision/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0265,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/brier_score/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0266,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/recall_at_frozen_threshold/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0267,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/average_precision/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0268,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/brier_score/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0269,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/recall_at_frozen_threshold/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0270,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/average_precision/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0271,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/brier_score/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0272,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/recall_at_frozen_threshold/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0273,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/average_precision/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0274,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/brier_score/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0275,predeclared_slice_not_estimable,warning_inference,,,temporal_mlp,2026-05-18,2026-07-31,True,False,temporal_mlp/recall_at_frozen_threshold/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:01:51+00:00
D0276,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0277,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0278,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0279,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0280,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0281,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0282,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0283,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0284,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0285,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:24+00:00
D0286,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:59+00:00
D0287,predeclared_slice_not_estimable,allocation_inference,,,without_model_view,2026-05-18,2026-07-31,True,False,without_model_view/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:02:59+00:00
D0288,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0289,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0290,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0291,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0292,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0293,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0294,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0295,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0296,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0297,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:03:52+00:00
D0298,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:04:29+00:00
D0299,predeclared_slice_not_estimable,allocation_inference,,,fixed_view_uncertainty,2026-05-18,2026-07-31,True,False,fixed_view_uncertainty/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:04:29+00:00
D0300,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0301,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0302,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0303,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0304,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0305,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0306,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0307,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0308,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0309,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:05:24+00:00
D0310,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:01+00:00
D0311,predeclared_slice_not_estimable,allocation_inference,,,fixed_smart_policy,2026-05-18,2026-07-31,True,False,fixed_smart_policy/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:01+00:00
D0312,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0313,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0314,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0315,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0316,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0317,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0318,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0319,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0320,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0321,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:06:58+00:00
D0322,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:07:46+00:00
D0323,predeclared_slice_not_estimable,allocation_inference,,,guard_disabled,2026-05-18,2026-07-31,True,False,guard_disabled/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:07:46+00:00
D0324,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0325,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0326,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0327,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0328,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0329,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0330,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0331,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0332,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
D0333,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:08:54+00:00
