deviation_id,category,stage,portfolio_name,market,model_or_variant,date_start,date_end,allowed_by_protocol,fatal,reason,handling,result_rows_affected,recorded_at_utc
D0334,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:09:34+00:00
D0335,predeclared_slice_not_estimable,allocation_inference,,,risk_inputs_neutralized,2026-05-18,2026-07-31,True,False,risk_inputs_neutralized/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:09:34+00:00
D0336,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0337,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0338,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0339,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0340,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0341,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0342,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0343,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0344,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0345,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:10:35+00:00
D0346,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:11:15+00:00
D0347,predeclared_slice_not_estimable,allocation_inference,,,regime_input_neutralized,2026-05-18,2026-07-31,True,False,regime_input_neutralized/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:11:15+00:00
D0348,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0349,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0350,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0351,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0352,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0353,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0354,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0355,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0356,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0357,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:14+00:00
D0358,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:53+00:00
D0359,predeclared_slice_not_estimable,allocation_inference,,,anomaly_input_neutralized,2026-05-18,2026-07-31,True,False,anomaly_input_neutralized/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:12:53+00:00
D0360,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0361,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0362,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0363,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0364,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0365,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0366,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0367,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0368,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0369,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:13:51+00:00
D0370,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:14:35+00:00
D0371,predeclared_slice_not_estimable,allocation_inference,,,fixed_weight_bounds,2026-05-18,2026-07-31,True,False,fixed_weight_bounds/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:14:35+00:00
D0372,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0373,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0374,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0375,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0376,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0377,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0378,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0379,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0380,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0381,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:15:36+00:00
D0382,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:16:15+00:00
D0383,predeclared_slice_not_estimable,allocation_inference,,,fixed_turnover_penalty,2026-05-18,2026-07-31,True,False,fixed_turnover_penalty/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:16:15+00:00
D0384,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_mean_log_return/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0385,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_information_ratio/market=us: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0386,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_mean_log_return/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0387,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_information_ratio/market=hk: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0388,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_mean_log_return/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0389,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_information_ratio/market=cn: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0390,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_mean_log_return/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0391,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_information_ratio/market=jp: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0392,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_mean_log_return/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0393,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_information_ratio/market=tw: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:13+00:00
D0394,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_mean_log_return/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:56+00:00
D0395,predeclared_slice_not_estimable,allocation_inference,,,fixed_concentration_penalty,2026-05-18,2026-07-31,True,False,fixed_concentration_penalty/net_information_ratio/regime=calm: fewer than eight allocation time blocks or one incomplete portfolio block,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:17:56+00:00
